Determinante,Subdeterminante,Nome do indicador,Fonte,Unidade de medida,Período,Mafra,Bela Vista do Toldo,Canoinhas,Irineópolis,Itaiópolis,Major Vieira,Monte Castelo,Papanduva,Porto União, Três Barras,São Paulo,Rio de Janeiro,Brasília,Salvador,Fortaleza,Belo Horizonte,Manaus,Curitiba,Recife,Goiânia,Belém,Porto Alegre,Guarulhos,Campinas,São Luís,São Gonçalo,Maceió,Duque de Caxias,Campo Grande,Natal,Teresina,São Bernardo do Campo,João Pessoa,Nova Iguaçu,São José dos Campos,Santo André,Ribeirão Preto,Jaboatão dos Guararapes,Uberlândia,Osasco,Sorocaba,Contagem,Aracaju,Feira de Santana,Cuiabá,Joinville,Aparecida de Goiânia,Londrina,Juiz de Fora,Porto Velho,Ananindeua,Serra,Caxias do Sul,Macapá,Niterói,Florianópolis,Belford Roxo,Campos dos Goytacazes,Vila Velha,Mauá,São João de Meriti,São José do Rio Preto,Mogi das Cruzes,Betim,Boa Vista,Maringá,Santos,Diadema,Jundiaí,Rio Branco,Montes Claros,Campina Grande,Piracicaba,Carapicuíba,Anápolis,Olinda,Cariacica,Bauru,Itaquaquecetuba,São Vicente,Vitória,Caruaru,Caucaia,Blumenau,Petrolina,Ponta Grossa,Franca,Canoas,Pelotas,Vitória da Conquista,Ribeirão das Neves,Uberaba,Paulista,Praia Grande,Cascavel,São José dos Pinhais,Guarujá,Taubaté,Palmas,Limeira,Camaçari,Santarém,Petrópolis,Mossoró,Suzano,Taboão da Serra,Várzea Grande,Sumaré,Marabá,Gravataí,Santa Maria
Mercado,Clientes Potenciais,Compras Públicas,SICONFI e RAIS,R$/empresa,inf,372805.42,1027658.41,35448.43,234629415.0,494194.46,685806.68,52507310.0,,346139.81,2493251.71,804009.55,810772.78,1525630.18,570356.45,627390.99,594003.99,1034996.87,554522.48,531802.15,461055.53,651435.86,642154.14,721672.24,723057.8,646401.56,688472.67,537343.37,1297787.51,768506.06,564886.44,709659.37,1034483.72,467387.87,941181.1,839109.38,732180.75,492108.86,769328.13,0.0,1116026.86,709747.29,547784.25,553541.88,472604.12,693478.21,564273.63,627006.1,481440.09,495704.73,709606.2,757178.61,610436.05,610449.91,791406.23,930973.05,433724.74,1550614.32,762275.68,400262.1,846829.84,939632.09,472043.89,776124.26,1016574.0,997232.48,371563.9,756382.47,819792.38,829134.34,569268.17,460726.17,489499.73,554036.05,677686.84,555778.41,628655.21,603328.01,558106.39,818565.02,1139458.63,452549.1,411253.07,1196401.59,540730.79,546661.16,332150.15,298053.47,906213.12,549969.09,405649.99,898768.45,462459.14,772396.73,921974.44,370492.4,0.0,1110050.42,730227.53,679481.82,547238.9,1344303.44,705406.01,682920.75,468584.3,762917.57,861785.28,664422.43,654239.06,947437.11,795221.36,418066.34
Mercado,Clientes Potenciais,Índice de Clientes Potenciais,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2315,7.0409,9.4949,6.0909,5.3449,6.3385,6.7869,6.7169,5.7568,5.3147,7.0675,6.7693,5.6677,6.3747,6.2731,5.7452,4.9562,7.44,6.4855,6.4792,5.8206,7.4564,5.5135,5.8253,6.6989,6.7047,5.6024,5.1934,3.2575,8.7761,6.3302,6.0015,6.3292,4.8486,5.8919,6.8024,5.1541,5.318,5.7212,6.4908,5.0629,6.0131,5.7007,5.6059,7.6049,6.4309,6.7026,6.4236,5.0471,5.6983,5.7779,5.3231,6.0216,7.2283,6.5973,4.887,6.3874,5.367,8.1683,5.3311,5.0359,5.1157,6.6083,4.384,5.6255,6.2698,4.8611,6.3354,4.7137,6.1121,6.6709,4.8397,5.8346,6.6499,5.177,6.4532,4.3133,6.7285,5.2244,4.4788,6.0848,5.5228,6.0212,4.9031,4.5112,4.2651,6.1574,6.9289,6.3455,6.002,8.5277,5.2218,6.1512,4.4933,6.5246,5.4084,6.0078,6.0272,7.7912,6.1739,5.0079
Ambiente Regulatório,Complexidade Burocrática,Atualização de Zoneamento,MUNIC/IBGE,Anos,2018 (atualizado),3.0,17.0,1.0,26.0,17.0,5.0,16.0,19.0,5.0,19.0,4.0,44.0,0.0,4.0,3.0,24.0,6.0,20.0,24.0,12.0,21.0,0.0,13.0,32.0,28.0,2.0,13.0,0.0,15.0,13.0,14.0,8.0,45.0,5.0,10.0,4.0,13.0,7.0,9.0,42.0,0.0,10.0,0.0,6.0,5.0,3.0,0.0,5.0,34.0,21.0,0.0,0.0,0.0,16.0,4.0,6.0,23.0,12.0,0.0,6.0,10.0,28.0,4.0,8.0,14.0,9.0,9.0,0.0,0.0,11.0,11.0,0.0,13.0,21.0,0.0,12.0,0.0,38.0,12.0,21.0,0.0,0.0,0.0,10.0,0.0,21.0,0.0,0.0,0.0,13.0,14.0,13.0,17.0,9.0,3.0,4.0,0.0,0.0,27.0,0.0,12.0,0.0,22.0,10.0,24.0,0.0,0.0,25.0,0.0,0.0,11.0
Ambiente Regulatório,Complexidade Burocrática,Simplicidade Tributária,SICONFI,Índice,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0495,0.0429,0.0355,0.0294,0.0418,0.0183,0.0459,0.0322,0.0426,0.0224,0.037,0.0446,0.059,0.0267,0.0093,0.0191,0.0187,0.0255,0.0259,0.0158,0.0316,0.0228,0.0078,0.0311,0.0367,0.0428,0.0208,0.0208,0.0618,0.0265,0.0566,0.0425,0.0189,0.0299,0.0299,0.0269,0.054,0.0269,0.0094,0.0093,0.023,0.0191,0.0053,0.028,0.0506,0.0065,0.0106,0.0311,0.0265,0.0116,0.0443,0.0442,0.0132,0.0115,0.0503,0.0591,0.0443,0.027,0.0141,0.0135,0.0108,0.0327,0.039,0.0238,0.016,0.0129,0.0396,0.0192,0.0397,0.0339,0.0177,0.0104,0.0247,0.0107,0.0293,0.0599,0.0143,0.0253,0.0202,0.0173,0.0095,0.0134,0.1015,0.0181,0.0323,0.1044,0.027,0.0218,0.0302,0.0317,0.0024,0.026,0.0199,0.0396,0.0262,0.0175,0.0315,0.0112,0.01,0.0214
Ambiente Regulatório,Complexidade Burocrática,CNDs Municipais,Websites das prefeituras.,Binária,2022.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Ambiente Regulatório,Complexidade Burocrática,Índice de Complexidade Tributária,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9839,5.3547,5.0309,7.4794,7.7809,6.4603,6.495,6.6285,6.1773,6.7247,5.9272,6.0792,5.5236,6.9011,5.982,6.9368,6.0007,4.324,6.126,4.9791,5.8709,6.6439,5.7923,6.3805,6.4837,7.5148,6.6924,6.4292,6.2463,6.9414,5.7703,7.2274,5.0195,6.5106,7.0259,7.7963,5.7817,7.7309,4.7325,5.547,4.0496,5.6698,5.5556,5.5134,7.2597,7.4373,4.2186,4.5677,5.9058,6.7353,4.6922,6.499,7.7327,4.8831,5.7461,7.1083,7.3649,6.2905,5.7846,4.714,4.6955,4.0915,6.3968,5.1923,4.4726,5.9465,5.374,6.3072,4.8188,5.2131,5.9867,5.5153,5.301,6.2956,5.3104,6.1288,6.7474,5.4142,5.7362,6.0315,4.6957,5.7182,5.7288,8.6047,7.4522,6.1636,8.0471,4.5668,5.8482,5.8796,5.1839,5.0669,6.0192,4.9351,6.3943,5.7625,5.507,4.9286,5.3243,5.2899,6.1467
Infraestrutura,Condições Urbanas,Acesso à Internet Rápida,ANATEL,Acessos/hab.,2021.0,2.46,4.7,2.02,264.0,1.37,3.65,363.0,2.05,2.8,3.08,3.68,3.05,3.11,2.03,2.46,3.93,2.14,4.13,1.71,3.47,1.92,4.04,3.07,3.85,2.18,1.03,1.67,1.93,3.03,2.9,2.5,3.14,3.15,1.99,3.9,4.01,4.13,0.71,4.12,3.56,3.86,2.42,2.66,1.21,3.36,3.81,2.5,4.02,3.95,2.62,1.07,2.37,3.62,1.91,4.38,5.42,1.3,1.87,3.0,2.23,2.05,3.87,3.24,2.31,1.7,4.25,4.79,2.45,3.98,2.11,1.67,2.39,3.89,2.41,1.92,1.2,1.94,4.47,1.94,2.56,3.8,1.45,1.44,4.32,1.13,3.56,3.84,3.81,3.55,2.12,1.98,4.04,0.85,4.51,3.7,3.46,4.07,3.12,2.28,2.84,1.57,0.97,3.98,2.26,2.27,2.48,1.66,3.28,0.89,2.41,3.78
Infraestrutura,Condições Urbanas,Custo da Energia Elétrica,ANEEL e operadoras,R$/kwh,2022.0,0.62,0.62,0.62,62.0,0.62,0.62,62.0,0.62,0.62,0.62,0.59,0.8,0.57,0.75,0.73,0.62,0.8,0.56,0.74,0.64,0.77,0.63,0.64,0.68,0.64,0.84,0.75,0.82,0.81,0.67,0.63,0.59,0.6,0.8,0.64,0.59,0.68,0.74,0.62,0.59,0.62,0.62,0.68,0.75,0.83,0.53,0.64,0.56,0.62,0.55,0.77,0.61,0.64,0.54,0.84,0.53,0.8,0.84,0.61,0.59,0.8,0.69,0.64,0.62,0.58,0.56,0.62,0.59,0.62,0.64,0.62,0.57,0.68,0.59,0.64,0.74,0.61,0.68,0.64,0.62,0.61,0.74,0.73,0.53,0.74,0.56,0.68,0.64,0.63,0.75,0.62,0.62,0.74,0.62,0.56,0.56,0.62,0.64,0.67,0.62,0.75,0.77,0.83,0.67,0.64,0.59,0.83,0.68,0.77,0.64,0.64
Infraestrutura,Condições Urbanas,Taxa de Homicídios,DATASUS,Ocorrências/100 mil habitantes,2020.0,1.65,0.06,3.85,11.0,0.22,0.0,232.0,0.79,2.98,0.2,2.43,16.09,14.64,44.72,48.75,15.81,36.3,14.51,46.3,28.54,24.1,21.71,7.9,13.08,36.2,41.33,41.97,36.69,17.69,34.24,40.41,7.77,35.48,30.89,8.27,7.87,9.86,39.08,5.94,11.83,10.5,13.21,49.81,82.52,19.4,12.24,31.57,19.97,12.81,31.15,43.86,38.01,20.81,41.54,15.67,13.55,27.56,26.04,28.51,8.72,26.83,9.8,9.44,26.44,30.01,9.62,5.3,12.11,9.37,49.59,7.9,25.61,7.56,9.37,24.71,30.73,42.43,11.0,13.45,7.55,34.37,44.67,81.59,8.19,40.9,16.16,6.69,15.73,11.34,56.16,19.62,13.81,27.01,11.29,19.64,17.93,9.85,5.61,33.83,7.08,78.59,15.57,7.81,66.49,9.23,5.04,21.7,11.38,53.19,18.91,18.94
Infraestrutura,Condições Urbanas,Preço Médio do m²,ZapImóveis,R$/m²,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5761.17,4253.0,1343.34,2715.69,3355.1,4005.26,1547.73,2789.36,6278.23,1895.99,1829.89,2388.15,2552.96,1796.34,3264.8,1714.99,3391.7,1148.03,827.35,1745.92,2638.08,3077.51,3755.26,2251.87,2155.61,4317.44,2074.4,3165.39,2318.75,3993.53,1626.86,2950.76,2902.42,1179.34,844.7,1867.42,1575.72,1642.71,1240.73,1510.45,1784.45,1732.74,784.07,1810.68,3777.3,3512.08,624.95,2138.34,3051.24,2535.84,1468.57,1843.83,1716.9,1004.99,1705.03,1387.97,5863.25,2696.66,1907.08,1013.88,1932.35,2261.66,957.53,1786.62,1806.42,2741.24,1098.75,1179.12,871.34,3308.11,4392.2,1722.74,1972.18,951.31,1318.93,301.94,2076.03,2574.76,1083.57,1916.71,1116.57,1388.37,2422.81,4556.53,843.13,1124.13,4868.49,1384.82,1359.17,637.28,1490.34,4812.76,1686.23,611.24,1372.94,2301.65,370.72,2388.96,896.61,1214.94,942.56
Infraestrutura,Condições Urbanas,Índice de Condições Urbanas,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7733,5.0526,6.6626,4.6833,4.846,6.234,4.8068,6.8311,4.426,5.9876,4.8729,6.2313,6.3939,6.2488,5.221,4.1881,4.4852,4.8746,5.8203,5.5831,5.463,6.6228,5.8232,4.6116,6.735,6.8614,6.4761,4.2102,7.2388,6.3918,6.7487,5.8264,5.1991,4.7149,5.8471,7.1563,5.6871,6.8706,6.8389,6.3407,4.4216,5.6981,6.7643,5.9628,5.4811,7.4933,5.3896,4.5138,5.7868,6.232,4.879,6.4003,6.4652,6.0824,5.6914,7.4486,7.4047,6.0589,6.8031,5.7427,6.069,5.949,7.1004,6.386,5.4596,4.4911,5.8052,6.8471,6.2414,6.2549,5.9587,4.7019,4.5781,8.0969,4.7513,9.1449,6.7137,6.1726,6.7954,4.8161,5.9645,6.7554,4.4336,6.6036,7.2564,6.941,6.5087,7.082,5.5127,7.5222,4.7013,4.3805,6.121,6.168,6.2418,6.9762,6.4804,5.9938,4.8114,5.9392,6.667
Mercado,Desenvolvimento Econômico,Índice de Desenvolvimento Humano,Atlas do Desenvolvimento Humano no Brasil,Índice,2010.0,777.0,675.0,757.0,699.0,708.0,0.69,675.0,704.0,786.0,706.0,0.805,0.799,0.824,0.759,0.754,0.81,0.737,0.823,0.772,0.799,0.746,0.805,0.763,0.805,0.768,0.739,0.721,0.711,0.784,0.763,0.751,0.805,0.763,0.713,0.807,0.815,0.8,0.717,0.789,0.776,0.798,0.756,0.77,0.712,0.785,0.809,0.718,0.778,0.778,0.736,0.718,0.739,0.782,0.733,0.837,0.847,0.684,0.716,0.8,0.766,0.719,0.797,0.783,0.749,0.752,0.808,0.84,0.757,0.822,0.727,0.77,0.72,0.785,0.749,0.737,0.735,0.718,0.801,0.714,0.768,0.845,0.677,0.682,0.806,0.697,0.763,0.78,0.75,0.739,0.678,0.684,0.772,0.732,0.754,0.782,0.758,0.751,0.8,0.788,0.775,0.694,0.691,0.745,0.72,0.765,0.769,0.734,0.762,0.668,0.736,0.784
Mercado,Desenvolvimento Econômico,Crescimento Real Médio do PIB,IBGE,% crescimento,2019.0,8.52,9.61,9.15,1014.0,12.07,12.95,1078.0,12.79,15.41,11.14,-0.015300000000000001,-0.0248,-0.0027,-0.0375,-0.013300000000000001,-0.0207,0.0106,-0.0066,-0.018500000000000003,-0.0102,-0.020499999999999997,-0.010700000000000001,0.0163,-0.0087,-0.0076,-0.0236,-0.0209,-0.0229,0.0054,-0.0095,-0.0053,0.0052,-0.0168,-0.025099999999999997,-0.0366,-0.0116,0.0024,-0.0404,-0.0029,-0.025699999999999997,0.0144,-0.0049,-0.032400000000000005,-0.009000000000000001,-0.0178,0.0535,0.0146,-0.0006,0.0321,0.014199999999999999,0.0126,0.075,0.0481,0.015700000000000002,0.2087,0.0022,-0.0461,0.1598,-0.0006,-0.0116,-0.0382,0.0088,-0.016399999999999998,-0.0128,0.0374,0.0089,-0.0361,-0.0084,-0.0017000000000000001,-0.0022,-0.018000000000000002,-0.009899999999999999,0.029500000000000002,0.0022,-0.006,-0.0219,0.056600000000000004,-0.0044,0.0011,-0.0218,-0.0363,0.0129,0.0425,-0.013500000000000002,0.0255,0.01,-0.0076,-0.0426,-0.0015,-0.0007000000000000001,0.0086,-0.0029,0.0063,0.016399999999999998,-0.0011,0.08410000000000001,-0.0103,0.0034000000000000002,0.0331,0.0006,0.0067,-0.0144,-0.0281,0.005600000000000001,-0.0067,-0.024700000000000003,0.0016,0.0129,0.0956,0.0199,0.0375
Mercado,Desenvolvimento Econômico,Número de Empresas Exportadoras com Sede na Cidade,RAIS (ME),% empresas,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0059,0.0015,0.0017000000000000001,0.0027,0.0054,0.019,0.0102,0.0019,0.0038,0.0084,0.0070999999999999995,0.024700000000000003,0.0125,0.0027,0.0039000000000000003,0.0016,0.0084,0.0037,0.0027,0.0004,0.0204,0.0012,0.0021,0.0137,0.0116,0.0084,0.0059,0.0044,0.0137,0.019299999999999998,0.0092,0.0006,0.0018,0.0016,0.0179,0.0067,0.0064,0.0028000000000000004,0.0060999999999999995,0.0087,0.0151,0.0296,0.0043,0.0036,0.0059,0.0044,0.001,0.0067,0.023399999999999997,0.002,0.0063,0.011000000000000001,0.0102,0.037000000000000005,0.0079,0.0103,0.045,0.0275,0.0021,0.0016,0.002,0.0174,0.0115,0.0070999999999999995,0.0011,0.0083,0.0078000000000000005,0.029300000000000003,0.0042,0.0078000000000000005,0.0005,0.0052,0.0147,0.009300000000000001,0.0086,0.018600000000000002,0.012,0.0058,0.0014000000000000002,0.0036,0.006,0.0027,0.0013,0.0067,0.0281,0.0021,0.01,0.0017000000000000001,0.031200000000000002,0.0175,0.0076,0.0068000000000000005,0.0045000000000000005,0.0161,0.0216,0.0040999999999999995,0.0168,0.0031,0.0163,0.0031
Mercado,Desenvolvimento Econômico,Índice de Desenvolvimento Econômico,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,5.884,6.269,4.904,5.26,6.055,6.404,6.739,5.369,5.968,5.402,6.243,7.184,6.612,5.526,4.982,4.639,4.902,5.995,5.437,5.192,7.308,5.231,4.502,6.301,6.644,6.451,4.569,5.98,6.047,7.281,5.811,5.056,4.709,5.533,7.921,5.446,5.996,6.255,5.638,5.541,7.139,8.211,5.512,9.703,6.918,3.956,7.213,6.301,6.728,4.383,6.378,6.112,5.668,8.118,6.625,6.533,8.001,7.87,5.033,5.332,4.819,7.216,5.97,5.418,4.782,6.166,6.328,6.6,5.411,6.438,4.489,5.288,6.689,5.492,6.089,6.677,5.351,5.43,4.358,4.715,5.856,5.258,5.613,6.056,8.332,5.229,6.566,6.33,7.513,5.685,4.716,5.173,5.198,6.333,6.465,5.303,6.631,5.759,6.357,6.43
Acesso a Capital,Índice de Acesso a Capital,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0227,7.3875,6.6214,6.06,5.9801,8.8917,5.5778,9.2637,6.3551,6.3581,5.9576,8.7167,5.6315,6.5048,5.7323,5.4159,5.8255,5.4629,5.9114,5.8341,5.8151,6.0456,5.8899,5.4591,5.7776,5.8929,6.4667,5.3719,5.9738,10.2779,5.8543,5.6349,6.1362,5.6448,6.2686,5.8789,5.3887,6.2469,5.8662,5.7087,5.4412,5.4162,5.8783,5.5822,6.0593,7.1397,5.3064,5.5422,5.627,5.5184,5.4143,6.2421,5.7156,5.5459,5.6413,6.0966,6.4253,5.6543,6.0517,5.6895,5.6655,5.687,6.2313,5.3727,5.6864,5.4362,5.448,5.9408,5.3761,5.5749,7.3203,5.5892,5.3469,6.1468,5.5573,5.7455,5.9131,5.6225,5.8113,5.6479,5.3087,5.741,5.3826,5.5925,5.964,5.5563,5.56,5.695,5.9729,5.768,5.4795,5.5112,5.7047,5.6358,5.5423,5.5346,5.5039,5.5107,5.4541,5.458,5.9075
Ambiente Regulatório,Índice de Ambiente Regulatório,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6018,8.2967,6.1189,6.1878,6.5591,5.6218,6.4215,6.6335,4.9921,8.5059,3.9181,5.3081,5.07,5.6424,5.9357,7.3923,5.1999,5.7299,4.8865,4.464,5.3062,6.2602,5.3441,6.8215,6.4049,6.4271,6.1211,6.1571,6.3738,6.238,5.2534,6.885,6.3882,5.9461,5.2854,8.4226,7.63,7.2034,4.5591,5.7143,5.1985,6.4738,5.7078,7.5103,7.6142,7.8577,5.992,6.2173,5.7754,6.3013,4.769,6.0512,6.6801,6.3957,6.6533,6.8525,5.9013,5.8266,6.1424,4.7901,5.0583,4.4185,5.9701,2.8338,7.2091,5.0775,6.5073,6.0381,4.4537,4.3126,6.0352,5.0321,5.8714,7.1388,5.0684,6.4117,6.085,5.4885,5.1984,5.1704,5.2907,6.2468,6.0983,7.5669,7.3298,7.4237,6.3177,4.9277,4.7657,5.7346,5.3659,7.1435,6.3084,4.9819,6.3352,5.2225,5.5721,5.2258,6.9014,6.2038,5.7212
Capital Humano,Índice de Capital Humano,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0466,6.2624,6.294,5.8263,4.9353,7.1225,4.5521,6.5728,7.1281,5.9979,5.7248,7.4233,5.3361,7.1241,5.9626,4.5227,5.4806,4.9125,6.1788,6.6148,7.1643,6.9743,6.5089,5.7503,7.08,7.1435,6.5625,3.9831,6.6168,6.1437,6.7769,5.381,5.7856,6.0733,6.471,7.088,4.4692,6.2763,6.8704,5.0546,4.8647,5.5713,6.0068,5.3745,7.2162,9.1114,3.348,6.2014,7.3488,5.2821,4.9076,7.0683,6.7057,5.0122,5.5278,6.2731,6.9403,5.6117,7.0873,5.4431,6.4287,6.2653,6.7151,5.1918,5.2937,5.4983,5.5003,7.3553,4.867,5.1123,8.0447,6.1864,3.0403,5.961,6.0296,6.3706,6.9812,5.3622,6.7742,6.0658,4.1719,6.0553,4.7913,6.9056,6.4981,5.2903,5.4974,6.677,6.4237,7.2932,5.0224,6.0291,5.5463,6.4222,6.3043,5.8246,5.2322,4.2047,4.7958,5.2265,7.6502
Cultura,Índice de Cultura,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2031,6.2145,7.9831,6.2227,6.4489,5.7754,7.0422,6.4453,6.1426,6.7504,7.0678,6.3021,3.4127,5.7184,7.1562,5.8215,7.4116,6.0037,6.4263,7.0284,6.9724,6.0682,6.8166,6.0939,6.1141,6.1647,5.9773,6.0098,5.5336,5.5907,6.0027,5.8062,7.1569,6.1545,6.7456,6.2823,6.5155,6.072,5.6087,7.1808,7.3204,6.6414,6.441,8.5471,6.2864,6.6076,5.6881,3.4127,7.1179,4.8022,5.839,3.4127,5.8744,5.5187,8.657,6.3936,5.5894,6.0946,6.484,7.4011,5.5013,6.6539,5.9092,3.4127,6.1064,5.7237,3.4127,5.2071,4.8815,4.8799,3.4127,6.2025,5.3388,6.3482,6.3845,5.6075,5.8369,5.9618,5.751,5.3657,5.101,4.9067,5.8435,5.6454,5.981,5.7936,5.1884,5.7165,8.2751,5.1297,5.6995,6.8181,5.939,6.6374,5.4728,4.4024,5.942,4.7476,6.3789,5.8939,6.0162
Infraestrutura,Índice de Infraestrutura,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0455,5.7321,7.874,6.6984,6.3608,6.0737,4.7164,7.0596,6.7781,6.4847,4.7206,7.5073,7.5551,7.3568,5.5345,5.5238,5.0405,6.2575,5.5139,6.3701,5.2463,7.3198,5.4733,5.6989,6.3554,6.7339,6.1607,5.7918,6.4167,6.2037,7.2713,4.9956,4.6083,4.9348,5.461,6.2846,5.0225,6.2863,6.5874,5.5707,4.4984,5.7207,5.7694,5.2102,7.1631,7.1259,6.0594,4.9857,6.0438,5.9025,5.6027,5.7729,7.2062,5.4966,4.9041,6.5525,7.7693,5.8805,6.2563,5.1034,5.3424,5.304,7.5069,6.0408,5.3169,5.8979,5.3361,5.9218,7.3077,5.6054,5.1602,4.5253,4.6904,6.814,4.3679,7.8172,6.0247,6.4439,6.1925,4.4432,4.9429,5.6866,5.644,5.7866,6.3812,6.2563,7.5768,6.1382,4.9324,7.9806,4.76,3.8909,6.3099,5.8237,7.2268,6.3448,5.7785,5.9212,4.0955,5.8543,5.9603
Inovação,Índice de Inovação,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9337,7.2981,6.37,6.0601,6.3537,7.2762,6.3805,7.5808,7.0721,5.9666,6.281,7.377,6.0908,7.9925,5.8481,4.6969,5.675,5.5115,5.7262,6.0021,5.2639,6.6303,6.2949,4.8772,7.7115,6.5525,6.686,4.7431,6.6025,6.4425,7.0346,5.4491,5.5428,5.2672,6.0837,7.8452,5.53,6.6163,6.0003,6.2624,4.8247,5.6244,7.8682,4.8815,6.0804,8.3345,4.54,5.3974,5.5347,5.945,4.6324,7.0597,5.7143,5.8113,4.8794,6.9524,5.0225,7.0492,6.4425,4.6618,5.059,7.9927,6.7833,5.5405,5.3617,5.4306,4.838,6.7736,5.6407,4.5178,7.3662,4.958,5.0532,7.7946,4.7452,5.6142,5.8984,6.4273,6.4367,4.8024,4.3936,5.8851,4.7637,4.0342,6.5308,6.8644,5.7814,5.825,5.6292,8.0566,6.0192,4.4371,5.2236,5.4744,5.2847,6.0288,5.1628,5.5199,4.8204,5.7331,7.3129
